timestamp,sensor1_smoothed,sensor1_bpm,sensor2_smoothed,sensor2_bpm,status,
2025-08-12 14:22,-32.74,92.86,15.22,90.69,-10,OK
2025-08-12 14:22,-44.61,92.86,-14.41,90.69,-10,OK
2025-08-12 14:22,-58.25,92.86,-42.72,90.69,-10,OK
2025-08-12 14:22,-66.96,92.86,-66.21,90.69,-10,OK
2025-08-12 14:22,-75.09,92.86,-85.12,90.69,-10,OK
2025-08-12 14:22,-82.71,92.86,-100.88,90.69,-10,OK
2025-08-12 14:22,-90.47,92.86,-113.25,90.69,-10,OK
2025-08-12 14:22,-95.1,92.86,-120.9,90.69,-10,OK
2025-08-12 14:22,-101.47,92.86,-125.14,90.69,-10,OK
2025-08-12 14:22,-105.19,92.86,-126.51,90.69,-10,OK
2025-08-12 14:22,-107.25,92.86,-126.03,90.69,-10,OK
2025-08-12 14:22,-110.79,92.86,-123.35,90.69,-10,OK
2025-08-12 14:22,-114.57,92.86,-118.35,90.69,-10,OK
2025-08-12 14:22,-115.61,92.86,-111.12,90.69,-10,OK
2025-08-12 14:22,-118.25,92.86,-103.31,90.69,-10,OK
2025-08-12 14:22,-120.48,92.86,-93.97,90.69,-10,OK
2025-08-12 14:22,-119.73,92.86,-82.76,90.69,-10,OK
2025-08-12 14:22,-117.01,92.86,-72.14,90.69,-10,OK
2025-08-12 14:22,-111.61,92.86,-64.26,90.69,-10,OK
2025-08-12 14:22,-105.73,92.86,-57.8,90.69,-10,OK
2025-08-12 14:22,-96.91,92.86,-51.97,90.69,-10,OK
2025-08-12 14:22,-88.82,92.86,-47.94,90.69,-10,OK
2025-08-12 14:22,-80.83,92.86,-45.71,90.69,-10,OK
2025-08-12 14:22,-76.01,92.86,-43.98,90.69,-10,OK
2025-08-12 14:22,-69.32,92.86,-40.78,90.69,-10,OK
2025-08-12 14:22,-67.39,92.86,-41.54,90.69,-10,OK
2025-08-12 14:22,-66.48,92.86,-42.46,90.69,-10,OK
